Entity,Code,Day,new_vaccinations_smoothed
Afghanistan,AFG,2021-02-23,1367
Afghanistan,AFG,2021-02-24,1367
Afghanistan,AFG,2021-02-25,1367
Afghanistan,AFG,2021-02-26,1367
Afghanistan,AFG,2021-02-27,1367
Afghanistan,AFG,2021-02-28,1367
Afghanistan,AFG,2021-03-01,1580
Afghanistan,AFG,2021-03-02,1794
Afghanistan,AFG,2021-03-03,2008
Afghanistan,AFG,2021-03-04,2221
Afghanistan,AFG,2021-03-05,2435
Afghanistan,AFG,2021-03-06,2649
Afghanistan,AFG,2021-03-07,2862
Afghanistan,AFG,2021-03-08,2862
Afghanistan,AFG,2021-03-09,2862
Afghanistan,AFG,2021-03-10,2862
Afghanistan,AFG,2021-03-11,2862
Afghanistan,AFG,2021-03-12,2862
Afghanistan,AFG,2021-03-13,2862
Afghanistan,AFG,2021-03-14,2862
Afghanistan,AFG,2021-03-15,2862
Afghanistan,AFG,2021-03-16,2862
Africa,,2021-01-10,500
Africa,,2021-01-11,500
Africa,,2021-01-12,500
Africa,,2021-01-13,500
Africa,,2021-01-14,600
Africa,,2021-01-15,667
Africa,,2021-01-16,1000
Africa,,2021-01-17,1118
Africa,,2021-01-18,1236
Africa,,2021-01-19,1354
Africa,,2021-01-20,1595
Africa,,2021-01-21,1718
Africa,,2021-01-22,1841
Africa,,2021-01-23,1622
Africa,,2021-01-24,1433
Africa,,2021-01-25,1463
Africa,,2021-01-26,1677
Africa,,2021-01-27,1775
Africa,,2021-01-28,1965
Africa,,2021-01-29,1996
Africa,,2021-01-30,14836
Africa,,2021-01-31,19979
Africa,,2021-02-01,30975
Africa,,2021-02-02,38916
Africa,,2021-02-03,45937
Africa,,2021-02-04,51671
Africa,,2021-02-05,59446
Africa,,2021-02-06,54656
Africa,,2021-02-07,55849
Africa,,2021-02-08,50970
Africa,,2021-02-09,52305
Africa,,2021-02-10,64098
Africa,,2021-02-11,74046
Africa,,2021-02-12,102656
Africa,,2021-02-13,134483
Africa,,2021-02-14,151062
Africa,,2021-02-15,167642
Africa,,2021-02-16,186365
Africa,,2021-02-17,193118
Africa,,2021-02-18,199310
Africa,,2021-02-19,192631
Africa,,2021-02-20,167250
Africa,,2021-02-21,145119
Africa,,2021-02-22,139843
Africa,,2021-02-23,126935
Africa,,2021-02-24,143698
Africa,,2021-02-25,161558
Africa,,2021-02-26,166218
Africa,,2021-02-27,178477
Africa,,2021-02-28,178796
Africa,,2021-03-01,192279
Africa,,2021-03-02,199773
Africa,,2021-03-03,181517
Africa,,2021-03-04,162184
Africa,,2021-03-05,161529
Africa,,2021-03-06,163847
Africa,,2021-03-07,168558
Africa,,2021-03-08,187189
Africa,,2021-03-09,184261
Africa,,2021-03-10,208376
Africa,,2021-03-11,214435
Africa,,2021-03-12,224714
Africa,,2021-03-13,253097
Africa,,2021-03-14,249643
Africa,,2021-03-15,256037
Africa,,2021-03-16,269616
Africa,,2021-03-17,249830
Africa,,2021-03-18,249664
Africa,,2021-03-19,249390
Africa,,2021-03-20,204920
Africa,,2021-03-21,205638
Africa,,2021-03-22,166913
Africa,,2021-03-23,153771
Africa,,2021-03-24,230844
Africa,,2021-03-25,244898
Africa,,2021-03-26,238892
Africa,,2021-03-27,248730
Africa,,2021-03-28,248511
Africa,,2021-03-29,253491
Africa,,2021-03-30,256994
Albania,ALB,2021-01-11,64
Albania,ALB,2021-01-12,64
Albania,ALB,2021-01-13,63
Albania,ALB,2021-01-14,66
Albania,ALB,2021-01-15,62
Albania,ALB,2021-01-16,62
Albania,ALB,2021-01-17,58
Albania,ALB,2021-01-18,55
Albania,ALB,2021-01-19,51
Albania,ALB,2021-01-20,47
Albania,ALB,2021-01-21,40
Albania,ALB,2021-01-22,34
Albania,ALB,2021-01-23,26
Albania,ALB,2021-01-24,21
Albania,ALB,2021-01-25,15
Albania,ALB,2021-01-26,9
Albania,ALB,2021-01-27,4
Albania,ALB,2021-01-28,0
Albania,ALB,2021-01-29,0
Albania,ALB,2021-01-30,0
Albania,ALB,2021-01-31,0
Albania,ALB,2021-02-01,0
Albania,ALB,2021-02-02,0
Albania,ALB,2021-02-03,12
Albania,ALB,2021-02-04,24
Albania,ALB,2021-02-05,35
Albania,ALB,2021-02-06,47
Albania,ALB,2021-02-07,59
Albania,ALB,2021-02-08,71
Albania,ALB,2021-02-09,82
Albania,ALB,2021-02-10,81
Albania,ALB,2021-02-11,79
Albania,ALB,2021-02-12,78
Albania,ALB,2021-02-13,76
Albania,ALB,2021-02-14,75
Albania,ALB,2021-02-15,73
Albania,ALB,2021-02-16,72
Albania,ALB,2021-02-17,72
Albania,ALB,2021-02-18,254
Albania,ALB,2021-02-19,405
Albania,ALB,2021-02-20,516
Albania,ALB,2021-02-21,627
Albania,ALB,2021-02-22,739
Albania,ALB,2021-02-23,891
Albania,ALB,2021-02-24,1043
Albania,ALB,2021-02-25,1012
Albania,ALB,2021-02-26,1000
Albania,ALB,2021-02-27,1027
Albania,ALB,2021-02-28,1054
Albania,ALB,2021-03-01,1081
Albania,ALB,2021-03-02,1026
Albania,ALB,2021-03-03,971
Albania,ALB,2021-03-04,927
Albania,ALB,2021-03-05,897
Albania,ALB,2021-03-06,867
Albania,ALB,2021-03-07,838
Albania,ALB,2021-03-08,808
Albania,ALB,2021-03-09,820
Albania,ALB,2021-03-10,831
Albania,ALB,2021-03-11,857
Albania,ALB,2021-03-12,883
Albania,ALB,2021-03-13,1042
Albania,ALB,2021-03-14,1201
Albania,ALB,2021-03-15,1361
Albania,ALB,2021-03-16,1520
Albania,ALB,2021-03-17,1679
Albania,ALB,2021-03-18,1960
Albania,ALB,2021-03-19,2240
Albania,ALB,2021-03-20,2386
Albania,ALB,2021-03-21,2533
Albania,ALB,2021-03-22,2679
Albania,ALB,2021-03-23,2895
Albania,ALB,2021-03-24,2946
Albania,ALB,2021-03-25,3287
Albania,ALB,2021-03-26,3276
Albania,ALB,2021-03-27,3113
Algeria,DZA,2021-01-30,30
Algeria,DZA,2021-01-31,1889
Algeria,DZA,2021-02-01,2509
Algeria,DZA,2021-02-02,2819
Algeria,DZA,2021-02-03,3005
Algeria,DZA,2021-02-04,3129
Algeria,DZA,2021-02-05,3217
Algeria,DZA,2021-02-06,3748
Algeria,DZA,2021-02-07,3748
Algeria,DZA,2021-02-08,3748
Algeria,DZA,2021-02-09,3748
Algeria,DZA,2021-02-10,3748
Algeria,DZA,2021-02-11,3748
Algeria,DZA,2021-02-12,3748
Algeria,DZA,2021-02-13,3748
Algeria,DZA,2021-02-14,3748
Algeria,DZA,2021-02-15,3748
Algeria,DZA,2021-02-16,3748
Algeria,DZA,2021-02-17,3748
Algeria,DZA,2021-02-18,3748
Algeria,DZA,2021-02-19,3748
Andorra,AND,2021-01-26,66
Andorra,AND,2021-01-27,66
Andorra,AND,2021-01-28,66
Andorra,AND,2021-01-29,66
Andorra,AND,2021-01-30,66
Andorra,AND,2021-01-31,66
Andorra,AND,2021-02-01,66
Andorra,AND,2021-02-02,60
Andorra,AND,2021-02-03,55
Andorra,AND,2021-02-04,50
Andorra,AND,2021-02-05,44
Andorra,AND,2021-02-06,39
Andorra,AND,2021-02-07,34
Andorra,AND,2021-02-08,28
Andorra,AND,2021-02-09,28
Andorra,AND,2021-02-10,28
Andorra,AND,2021-02-11,48
Andorra,AND,2021-02-12,68
Andorra,AND,2021-02-13,74
Andorra,AND,2021-02-14,81
Andorra,AND,2021-02-15,87
Andorra,AND,2021-02-16,94
Andorra,AND,2021-02-17,100
Andorra,AND,2021-02-18,87
Andorra,AND,2021-02-19,74
Andorra,AND,2021-02-20,71
Andorra,AND,2021-02-21,67
Andorra,AND,2021-02-22,64
Andorra,AND,2021-02-23,60
Andorra,AND,2021-02-24,57
Andorra,AND,2021-02-25,56
Andorra,AND,2021-02-26,55
Andorra,AND,2021-02-27,63
Andorra,AND,2021-02-28,72
Andorra,AND,2021-03-01,80
Andorra,AND,2021-03-02,89
Andorra,AND,2021-03-03,97
Andorra,AND,2021-03-04,103
Andorra,AND,2021-03-05,108
Andorra,AND,2021-03-06,108
Andorra,AND,2021-03-07,108
Andorra,AND,2021-03-08,108
Andorra,AND,2021-03-09,186
Andorra,AND,2021-03-10,264
Andorra,AND,2021-03-11,347
Andorra,AND,2021-03-12,430
Andorra,AND,2021-03-13,513
Andorra,AND,2021-03-14,596
Andorra,AND,2021-03-15,679
Andorra,AND,2021-03-16,619
Andorra,AND,2021-03-17,559
Andorra,AND,2021-03-18,493
Andorra,AND,2021-03-19,428
Angola,AGO,2021-03-06,2056
Angola,AGO,2021-03-07,2056
Angola,AGO,2021-03-08,2056
Angola,AGO,2021-03-09,2613
Angola,AGO,2021-03-10,2947
Angola,AGO,2021-03-11,3170
Angola,AGO,2021-03-12,3329
Angola,AGO,2021-03-13,3647
Angola,AGO,2021-03-14,3965
Angola,AGO,2021-03-15,4283
Angola,AGO,2021-03-16,4283
Angola,AGO,2021-03-17,4283
Angola,AGO,2021-03-18,4283
Angola,AGO,2021-03-19,4577
Angola,AGO,2021-03-20,4870
Angola,AGO,2021-03-21,5163
Angola,AGO,2021-03-22,5457
Angola,AGO,2021-03-23,5750
Angola,AGO,2021-03-24,6044
Anguilla,AIA,2021-02-05,149
Anguilla,AIA,2021-02-06,149
Anguilla,AIA,2021-02-07,149
Anguilla,AIA,2021-02-08,149
Anguilla,AIA,2021-02-09,149
Anguilla,AIA,2021-02-10,149
Anguilla,AIA,2021-02-11,149
Anguilla,AIA,2021-02-12,149
Anguilla,AIA,2021-02-13,149
Anguilla,AIA,2021-02-14,331
Anguilla,AIA,2021-02-15,323
Anguilla,AIA,2021-02-16,316
Anguilla,AIA,2021-02-17,309
Anguilla,AIA,2021-02-18,301
Anguilla,AIA,2021-02-19,294
Anguilla,AIA,2021-02-20,286
Anguilla,AIA,2021-02-21,97
Anguilla,AIA,2021-02-22,97
Anguilla,AIA,2021-02-23,97
Anguilla,AIA,2021-02-24,97
Anguilla,AIA,2021-02-25,97
Anguilla,AIA,2021-02-26,97
Anguilla,AIA,2021-02-27,94
Anguilla,AIA,2021-02-28,90
Anguilla,AIA,2021-03-01,86
Anguilla,AIA,2021-03-02,82
Anguilla,AIA,2021-03-03,79
Anguilla,AIA,2021-03-04,75
Anguilla,AIA,2021-03-05,71
Anguilla,AIA,2021-03-06,71
Anguilla,AIA,2021-03-07,71
Anguilla,AIA,2021-03-08,71
Anguilla,AIA,2021-03-09,71
Anguilla,AIA,2021-03-10,71
Anguilla,AIA,2021-03-11,71
Anguilla,AIA,2021-03-12,71
Anguilla,AIA,2021-03-13,71
Anguilla,AIA,2021-03-14,69
Anguilla,AIA,2021-03-15,68
Anguilla,AIA,2021-03-16,66
Anguilla,AIA,2021-03-17,64
Anguilla,AIA,2021-03-18,62
Anguilla,AIA,2021-03-19,60
Antigua and Barbuda,ATG,2021-02-17,895
Antigua and Barbuda,ATG,2021-02-18,895
Antigua and Barbuda,ATG,2021-02-19,895
Antigua and Barbuda,ATG,2021-02-20,895
Antigua and Barbuda,ATG,2021-02-21,895
Antigua and Barbuda,ATG,2021-02-22,895
Antigua and Barbuda,ATG,2021-02-23,895
Antigua and Barbuda,ATG,2021-02-24,895
Antigua and Barbuda,ATG,2021-02-25,895
Antigua and Barbuda,ATG,2021-02-26,895
Antigua and Barbuda,ATG,2021-02-27,895
Antigua and Barbuda,ATG,2021-02-28,895
Antigua and Barbuda,ATG,2021-03-01,895
Antigua and Barbuda,ATG,2021-03-02,895
Antigua and Barbuda,ATG,2021-03-03,895
Antigua and Barbuda,ATG,2021-03-04,895
Antigua and Barbuda,ATG,2021-03-05,895
Antigua and Barbuda,ATG,2021-03-06,895
Antigua and Barbuda,ATG,2021-03-07,895
Antigua and Barbuda,ATG,2021-03-08,895
Antigua and Barbuda,ATG,2021-03-09,895
Antigua and Barbuda,ATG,2021-03-10,895
Antigua and Barbuda,ATG,2021-03-11,895
Antigua and Barbuda,ATG,2021-03-12,895
Antigua and Barbuda,ATG,2021-03-13,895
Antigua and Barbuda,ATG,2021-03-14,895
Antigua and Barbuda,ATG,2021-03-15,895
Antigua and Barbuda,ATG,2021-03-16,821
Antigua and Barbuda,ATG,2021-03-17,747
Antigua and Barbuda,ATG,2021-03-18,674
Antigua and Barbuda,ATG,2021-03-19,600
Antigua and Barbuda,ATG,2021-03-20,490
Antigua and Barbuda,ATG,2021-03-21,380
Antigua and Barbuda,ATG,2021-03-22,270
Antigua and Barbuda,ATG,2021-03-23,233
Antigua and Barbuda,ATG,2021-03-24,197
Antigua and Barbuda,ATG,2021-03-25,161
Argentina,ARG,2020-12-30,15656
Argentina,ARG,2020-12-31,15656
Argentina,ARG,2021-01-01,11070
Argentina,ARG,2021-01-02,8776
Argentina,ARG,2021-01-03,7400
Argentina,ARG,2021-01-04,6483
Argentina,ARG,2021-01-05,7984
Argentina,ARG,2021-01-06,8173
Argentina,ARG,2021-01-07,8363
Argentina,ARG,2021-01-08,10519
Argentina,ARG,2021-01-09,11942
Argentina,ARG,2021-01-10,13365
Argentina,ARG,2021-01-11,14788
Argentina,ARG,2021-01-12,14056
Argentina,ARG,2021-01-13,13323
Argentina,ARG,2021-01-14,13320
Argentina,ARG,2021-01-15,13317
Argentina,ARG,2021-01-16,12971
Argentina,ARG,2021-01-17,12624
Argentina,ARG,2021-01-18,12278
Argentina,ARG,2021-01-19,11932
Argentina,ARG,2021-01-20,11586
Argentina,ARG,2021-01-21,11704
Argentina,ARG,2021-01-22,11263
Argentina,ARG,2021-01-23,11124
Argentina,ARG,2021-01-24,10342
Argentina,ARG,2021-01-25,9046
Argentina,ARG,2021-01-26,9626
Argentina,ARG,2021-01-27,10014
Argentina,ARG,2021-01-28,8896
Argentina,ARG,2021-01-29,9205
Argentina,ARG,2021-01-30,11189
Argentina,ARG,2021-01-31,11299
Argentina,ARG,2021-02-01,11924
Argentina,ARG,2021-02-02,11475
Argentina,ARG,2021-02-03,11218
Argentina,ARG,2021-02-04,16574
Argentina,ARG,2021-02-05,16238
Argentina,ARG,2021-02-06,15000
Argentina,ARG,2021-02-07,18576
Argentina,ARG,2021-02-08,19390
Argentina,ARG,2021-02-09,18139
Argentina,ARG,2021-02-10,19820
Argentina,ARG,2021-02-11,18416
Argentina,ARG,2021-02-12,19133
Argentina,ARG,2021-02-13,19266
Argentina,ARG,2021-02-14,15493
Argentina,ARG,2021-02-15,14030
Argentina,ARG,2021-02-16,13999
Argentina,ARG,2021-02-17,11003
Argentina,ARG,2021-02-18,8951
Argentina,ARG,2021-02-19,11003
Argentina,ARG,2021-02-20,14415
Argentina,ARG,2021-02-21,15809
Argentina,ARG,2021-02-22,16063
Argentina,ARG,2021-02-23,19349
Argentina,ARG,2021-02-24,24019
Argentina,ARG,2021-02-25,27750
Argentina,ARG,2021-02-26,33609
Argentina,ARG,2021-02-27,39678
Argentina,ARG,2021-02-28,43534
Argentina,ARG,2021-03-01,46705
Argentina,ARG,2021-03-02,54213
Argentina,ARG,2021-03-03,57262
Argentina,ARG,2021-03-04,60376
Argentina,ARG,2021-03-05,64812
Argentina,ARG,2021-03-06,65277
Argentina,ARG,2021-03-07,71582
Argentina,ARG,2021-03-08,71076
Argentina,ARG,2021-03-09,74693
Argentina,ARG,2021-03-10,84735
Argentina,ARG,2021-03-11,95230
Argentina,ARG,2021-03-12,105801
Argentina,ARG,2021-03-13,121843
Argentina,ARG,2021-03-14,122193
Argentina,ARG,2021-03-15,122499
Argentina,ARG,2021-03-16,127486
Argentina,ARG,2021-03-17,127666
Argentina,ARG,2021-03-18,126583
Argentina,ARG,2021-03-19,120166
Argentina,ARG,2021-03-20,109875
Argentina,ARG,2021-03-21,105486
Argentina,ARG,2021-03-22,105464
Argentina,ARG,2021-03-23,99910
Argentina,ARG,2021-03-24,94404
Argentina,ARG,2021-03-25,80098
Argentina,ARG,2021-03-26,76436
Argentina,ARG,2021-03-27,72371
Argentina,ARG,2021-03-28,72208
Argentina,ARG,2021-03-29,71946
Argentina,ARG,2021-03-30,71976
Asia,,2020-12-16,15
Asia,,2020-12-17,15
Asia,,2020-12-18,15
Asia,,2020-12-19,15
Asia,,2020-12-20,1480
Asia,,2020-12-21,5364
Asia,,2020-12-22,10960
Asia,,2020-12-23,25458
Asia,,2020-12-24,37506
Asia,,2020-12-25,43062
Asia,,2020-12-26,47855
Asia,,2020-12-27,61961
Asia,,2020-12-28,78467
Asia,,2020-12-29,94748
Asia,,2020-12-30,102468
Asia,,2020-12-31,541960
Asia,,2021-01-01,546669
Asia,,2021-01-02,552305
Asia,,2021-01-03,558784
Asia,,2021-01-04,560812
Asia,,2021-01-05,674640
Asia,,2021-01-06,682239
Asia,,2021-01-07,262063
Asia,,2021-01-08,269822
Asia,,2021-01-09,920697
Asia,,2021-01-10,915586
Asia,,2021-01-11,917868
Asia,,2021-01-12,806854
Asia,,2021-01-13,952697
Asia,,2021-01-14,998343
Asia,,2021-01-15,1057713
Asia,,2021-01-16,459155
Asia,,2021-01-17,502343
Asia,,2021-01-18,568760
Asia,,2021-01-19,636048
Asia,,2021-01-20,1253330
Asia,,2021-01-21,1265348
Asia,,2021-01-22,1305440
Asia,,2021-01-23,1303895
Asia,,2021-01-24,1292837
Asia,,2021-01-25,1314075
Asia,,2021-01-26,1298768
Asia,,2021-01-27,1736526
Asia,,2021-01-28,1815664
Asia,,2021-01-29,1867561
Asia,,2021-01-30,1889288
Asia,,2021-01-31,2085115
Asia,,2021-02-01,2090702
Asia,,2021-02-02,2103194
Asia,,2021-02-03,2008811
Asia,,2021-02-04,1996065
Asia,,2021-02-05,1997195
Asia,,2021-02-06,2022458
Asia,,2021-02-07,1824767
Asia,,2021-02-08,1821085
Asia,,2021-02-09,3192926
Asia,,2021-02-10,2230922
Asia,,2021-02-11,2209272
Asia,,2021-02-12,2211852
Asia,,2021-02-13,2257520
Asia,,2021-02-14,2283417
Asia,,2021-02-15,2379777
Asia,,2021-02-16,1118411
Asia,,2021-02-17,1161402
Asia,,2021-02-18,1333542
Asia,,2021-02-19,1343639
Asia,,2021-02-20,1389723
Asia,,2021-02-21,1389428
Asia,,2021-02-22,1332554
Asia,,2021-02-23,1347159
Asia,,2021-02-24,1340160
Asia,,2021-02-25,1277144
Asia,,2021-02-26,1285626
Asia,,2021-02-27,1251577
Asia,,2021-02-28,2979887
Asia,,2021-03-01,3045635
Asia,,2021-03-02,3108262
Asia,,2021-03-03,3201072
Asia,,2021-03-04,3304646
Asia,,2021-03-05,3419476
Asia,,2021-03-06,3557950
Asia,,2021-03-07,1923354
Asia,,2021-03-08,2095859
Asia,,2021-03-09,2173542
Asia,,2021-03-10,2273895
Asia,,2021-03-11,2133586
Asia,,2021-03-12,2239606
Asia,,2021-03-13,2267487
Asia,,2021-03-14,4036493
Asia,,2021-03-15,4272238
Asia,,2021-03-16,4465322
Asia,,2021-03-17,4570821
Asia,,2021-03-18,4848412
Asia,,2021-03-19,5210334
Asia,,2021-03-20,6835019
Asia,,2021-03-21,5053349
Asia,,2021-03-22,5923763
Asia,,2021-03-23,6342774
Asia,,2021-03-24,6787440
Asia,,2021-03-25,7611613
Asia,,2021-03-26,8266483
Asia,,2021-03-27,7419205
Asia,,2021-03-28,8013093
Asia,,2021-03-29,7429929
Asia,,2021-03-30,7396702
Australia,AUS,2021-02-16,0
Australia,AUS,2021-02-17,0
Australia,AUS,2021-02-18,0
Australia,AUS,2021-02-19,0
Australia,AUS,2021-02-20,0
Australia,AUS,2021-02-21,0
Australia,AUS,2021-02-22,3
Australia,AUS,2021-02-23,411
Australia,AUS,2021-02-24,987
Australia,AUS,2021-02-25,2500
Australia,AUS,2021-02-26,3571
Australia,AUS,2021-02-27,4286
Australia,AUS,2021-02-28,4556
Australia,AUS,2021-03-01,4812
Australia,AUS,2021-03-02,5575
Australia,AUS,2021-03-03,6276
Australia,AUS,2021-03-04,6215
Australia,AUS,2021-03-05,6695
Australia,AUS,2021-03-06,6706
Australia,AUS,2021-03-07,7064
Australia,AUS,2021-03-08,7524
Australia,AUS,2021-03-09,7572
Australia,AUS,2021-03-10,7909
Australia,AUS,2021-03-11,9142
Australia,AUS,2021-03-12,9034
Australia,AUS,2021-03-13,11765
Australia,AUS,2021-03-14,11601
Australia,AUS,2021-03-15,11202
Australia,AUS,2021-03-16,12504
Australia,AUS,2021-03-17,13908
Australia,AUS,2021-03-18,14437
Australia,AUS,2021-03-19,15093
Australia,AUS,2021-03-20,13505
Australia,AUS,2021-03-21,13495
Australia,AUS,2021-03-22,16772
Australia,AUS,2021-03-23,17870
Australia,AUS,2021-03-24,21671
Australia,AUS,2021-03-25,26050
Australia,AUS,2021-03-26,31343
Australia,AUS,2021-03-27,36091
Australia,AUS,2021-03-28,36357
Australia,AUS,2021-03-29,37082
Australia,AUS,2021-03-30,41428
Austria,AUT,2020-12-28,1293
Austria,AUT,2020-12-29,1454
Austria,AUT,2020-12-30,1417
Austria,AUT,2020-12-31,1065
Austria,AUT,2021-01-01,852
Austria,AUT,2021-01-02,711
Austria,AUT,2021-01-03,610
Austria,AUT,2021-01-04,441
Austria,AUT,2021-01-05,462
Austria,AUT,2021-01-06,389
Austria,AUT,2021-01-07,839
Austria,AUT,2021-01-08,2681
Austria,AUT,2021-01-09,3305
Austria,AUT,2021-01-10,3618
Austria,AUT,2021-01-11,4397
Austria,AUT,2021-01-12,6187
Austria,AUT,2021-01-13,8204
Austria,AUT,2021-01-14,10088
Austria,AUT,2021-01-15,10777
Austria,AUT,2021-01-16,11110
Austria,AUT,2021-01-17,11601
Austria,AUT,2021-01-18,12409
Austria,AUT,2021-01-19,14011
Austria,AUT,2021-01-20,15203
Austria,AUT,2021-01-21,15656
Austria,AUT,2021-01-22,14780
Austria,AUT,2021-01-23,14264
Austria,AUT,2021-01-24,13635
Austria,AUT,2021-01-25,12245
Austria,AUT,2021-01-26,9802
Austria,AUT,2021-01-27,7606
Austria,AUT,2021-01-28,6214
Austria,AUT,2021-01-29,6682
Austria,AUT,2021-01-30,6759
Austria,AUT,2021-01-31,6776
Austria,AUT,2021-02-01,7213
Austria,AUT,2021-02-02,8421
Austria,AUT,2021-02-03,9785
Austria,AUT,2021-02-04,11224
Austria,AUT,2021-02-05,12037
Austria,AUT,2021-02-06,12784
Austria,AUT,2021-02-07,13295
Austria,AUT,2021-02-08,14000
Austria,AUT,2021-02-09,14287
Austria,AUT,2021-02-10,14848
Austria,AUT,2021-02-11,15433
Austria,AUT,2021-02-12,16249
Austria,AUT,2021-02-13,16448
Austria,AUT,2021-02-14,16029
Austria,AUT,2021-02-15,15681
Austria,AUT,2021-02-16,15030
Austria,AUT,2021-02-17,14705
Austria,AUT,2021-02-18,14055
Austria,AUT,2021-02-19,13316
Austria,AUT,2021-02-20,13697
Austria,AUT,2021-02-21,14256
Austria,AUT,2021-02-22,14226
Austria,AUT,2021-02-23,14246
Austria,AUT,2021-02-24,14290
Austria,AUT,2021-02-25,14317
Austria,AUT,2021-02-26,15319
Austria,AUT,2021-02-27,16964
Austria,AUT,2021-02-28,17565
Austria,AUT,2021-03-01,17793
Austria,AUT,2021-03-02,19261
Austria,AUT,2021-03-03,20359
Austria,AUT,2021-03-04,21327
Austria,AUT,2021-03-05,22356
Austria,AUT,2021-03-06,22777
Austria,AUT,2021-03-07,23002
Austria,AUT,2021-03-08,23414
Austria,AUT,2021-03-09,23850
Austria,AUT,2021-03-10,24018
Austria,AUT,2021-03-11,26522
Austria,AUT,2021-03-12,29571
Austria,AUT,2021-03-13,32890
Austria,AUT,2021-03-14,35405
Austria,AUT,2021-03-15,36703
Austria,AUT,2021-03-16,36679
Austria,AUT,2021-03-17,37316
Austria,AUT,2021-03-18,35890
Austria,AUT,2021-03-19,35132
Austria,AUT,2021-03-20,34453
Austria,AUT,2021-03-21,32429
Austria,AUT,2021-03-22,31704
Austria,AUT,2021-03-23,32505
Austria,AUT,2021-03-24,33129
Austria,AUT,2021-03-25,34482
Austria,AUT,2021-03-26,33937
Austria,AUT,2021-03-27,32990
Austria,AUT,2021-03-28,32822
Austria,AUT,2021-03-29,33643
Azerbaijan,AZE,2021-01-18,3250
Azerbaijan,AZE,2021-01-19,3250
Azerbaijan,AZE,2021-01-20,3250
Azerbaijan,AZE,2021-01-21,3250
Azerbaijan,AZE,2021-01-22,3250
Azerbaijan,AZE,2021-01-23,3250
Azerbaijan,AZE,2021-01-24,3250
Azerbaijan,AZE,2021-01-25,3250
Azerbaijan,AZE,2021-01-26,3250
Azerbaijan,AZE,2021-01-27,3250
Azerbaijan,AZE,2021-01-28,3250
Azerbaijan,AZE,2021-01-29,3250
Azerbaijan,AZE,2021-01-30,3250
Azerbaijan,AZE,2021-01-31,3250
Azerbaijan,AZE,2021-02-01,3250
Azerbaijan,AZE,2021-02-02,3250
Azerbaijan,AZE,2021-02-03,3250
Azerbaijan,AZE,2021-02-04,3250
Azerbaijan,AZE,2021-02-05,3250
Azerbaijan,AZE,2021-02-06,3250
Azerbaijan,AZE,2021-02-07,4204
Azerbaijan,AZE,2021-02-08,5158
Azerbaijan,AZE,2021-02-09,6112
Azerbaijan,AZE,2021-02-10,7066
Azerbaijan,AZE,2021-02-11,8020
Azerbaijan,AZE,2021-02-12,8975
Azerbaijan,AZE,2021-02-13,9929
Azerbaijan,AZE,2021-02-14,9929
Azerbaijan,AZE,2021-02-15,9929
Azerbaijan,AZE,2021-02-16,9929
Azerbaijan,AZE,2021-02-17,9929
Azerbaijan,AZE,2021-02-18,9929
Azerbaijan,AZE,2021-02-19,9929
Azerbaijan,AZE,2021-02-20,9929
Azerbaijan,AZE,2021-02-21,9929
Azerbaijan,AZE,2021-02-22,9929
Azerbaijan,AZE,2021-02-23,9929
Azerbaijan,AZE,2021-02-24,9929
Azerbaijan,AZE,2021-02-25,9929
Azerbaijan,AZE,2021-02-26,9929
Azerbaijan,AZE,2021-02-27,9929
Azerbaijan,AZE,2021-02-28,9929
Azerbaijan,AZE,2021-03-01,9929
Azerbaijan,AZE,2021-03-02,11650
Azerbaijan,AZE,2021-03-03,13371
Azerbaijan,AZE,2021-03-04,13719
Azerbaijan,AZE,2021-03-05,14067
Azerbaijan,AZE,2021-03-06,14415
Azerbaijan,AZE,2021-03-07,14763
Azerbaijan,AZE,2021-03-08,15110
Azerbaijan,AZE,2021-03-09,13737
Azerbaijan,AZE,2021-03-10,13046
Azerbaijan,AZE,2021-03-11,12453
Azerbaijan,AZE,2021-03-12,11692
Azerbaijan,AZE,2021-03-13,10844
Azerbaijan,AZE,2021-03-14,9545
Azerbaijan,AZE,2021-03-15,8471
Azerbaijan,AZE,2021-03-16,7398
Azerbaijan,AZE,2021-03-17,5641
Azerbaijan,AZE,2021-03-18,5160
Azerbaijan,AZE,2021-03-19,4847
Azerbaijan,AZE,2021-03-20,4621
Azerbaijan,AZE,2021-03-21,4815
Azerbaijan,AZE,2021-03-22,4783
Azerbaijan,AZE,2021-03-23,4752
Azerbaijan,AZE,2021-03-24,4720
Azerbaijan,AZE,2021-03-25,4689
Azerbaijan,AZE,2021-03-26,4657
Bahrain,BHR,2020-12-24,11106
Bahrain,BHR,2020-12-25,5789
Bahrain,BHR,2020-12-26,4197
Bahrain,BHR,2020-12-27,3662
Bahrain,BHR,2020-12-28,3210
Bahrain,BHR,2020-12-29,2846
Bahrain,BHR,2020-12-30,2622
Bahrain,BHR,2020-12-31,1225
Bahrain,BHR,2021-01-01,1258
Bahrain,BHR,2021-01-02,1220
Bahrain,BHR,2021-01-03,1011
Bahrain,BHR,2021-01-04,943
Bahrain,BHR,2021-01-05,1122
Bahrain,BHR,2021-01-06,1594
Bahrain,BHR,2021-01-07,1942
Bahrain,BHR,2021-01-08,2706
Bahrain,BHR,2021-01-09,3437
Bahrain,BHR,2021-01-10,4080
Bahrain,BHR,2021-01-11,4427
